TIGRFAM,ROLE_ID,SubRole,MainRole
TIGR00491,169,Translation factors,Protein synthesis
TIGR00492,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR00493,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR00494,157,General,Unknown function
TIGR00495,157,General,Unknown function
TIGR00496,169,Translation factors,Protein synthesis
TIGR00497,183,Restriction/modification,DNA metabolism
TIGR00498,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00498,261,DNA interactions,Regulatory functions
TIGR00499,137,tRNA aminoacylation,Protein synthesis
TIGR00500,140,Protein modification and repair,Protein fate
TIGR00501,140,Protein modification and repair,Protein fate
TIGR00502,100,Amino sugars,Central intermediary metabolism
TIGR00503,169,Translation factors,Protein synthesis
TIGR00504,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR00505,85,"Riboflavin, FMN, and FAD","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00506,85,"Riboflavin, FMN, and FAD","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00507,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR00508,77,Biotin,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00510,80,Lipoate,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00511,184,Other,Energy metabolism
TIGR00512,71,Aspartate family,Amino acid biosynthesis
TIGR00513,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00514,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00515,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00516,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00517,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00518,109,Amino acids and amines,Energy metabolism
TIGR00520,109,Amino acids and amines,Energy metabolism
TIGR00521,83,Pantothenate and coenzyme A,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00522,140,Protein modification and repair,Protein fate
TIGR00523,169,Translation factors,Protein synthesis
TIGR00524,157,General,Unknown function
TIGR00525,78,Folic acid,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00527,109,Amino acids and amines,Energy metabolism
TIGR00528,109,Amino acids and amines,Energy metabolism
TIGR00529,156,Conserved,Hypothetical proteins
TIGR00530,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00531,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00532,184,Other,Energy metabolism
TIGR00533,102,Other,Central intermediary metabolism
TIGR00534,95,Protein folding and stabilization,Protein fate
TIGR00535,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR00536,140,Protein modification and repair,Protein fate
TIGR00537,703,Enzymes of unknown specificity,Unknown function
TIGR00538,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00539,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00540,157,General,Unknown function
TIGR00541,109,Amino acids and amines,Energy metabolism
TIGR00542,119,Sugars,Energy metabolism
TIGR00543,81,Menaquinone and ubiquinone,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00544,140,Protein modification and repair,Protein fate
TIGR00545,140,Protein modification and repair,Protein fate
TIGR00546,140,Protein modification and repair,Protein fate
TIGR00547,97,Protein and peptide secretion and trafficking,Protein fate
TIGR00548,97,Protein and peptide secretion and trafficking,Protein fate
TIGR00549,102,Other,Central intermediary metabolism
TIGR00550,163,Pyridine nucleotides,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00551,163,Pyridine nucleotides,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00552,163,Pyridine nucleotides,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00553,78,Folic acid,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00554,83,Pantothenate and coenzyme A,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00555,83,Pantothenate and coenzyme A,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00556,140,Protein modification and repair,Protein fate
TIGR00557,84,Pyridoxine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00558,84,Pyridoxine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00559,84,Pyridoxine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00560,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00561,112,Electron transport,Energy metabolism
TIGR00562,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00563,168,tRNA and rRNA base modification,Protein synthesis
TIGR00564,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR00565,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR00567,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00568,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00569,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00570,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00571,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00573,131,Degradation of DNA,DNA metabolism
TIGR00574,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00575,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00576,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR00577,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00578,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00580,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00581,82,Molybdopterin,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00583,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00584,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00585,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00586,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00587,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00588,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00589,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00590,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00591,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00592,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00593,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00594,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00595,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00596,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00597,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00598,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00599,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00600,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00601,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00602,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00603,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00604,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00605,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00607,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00608,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00609,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00611,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00612,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00613,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00614,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00615,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00616,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00616,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR00617,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00618,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00619,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00621,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00622,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00623,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00624,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00625,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00627,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00628,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00629,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00630,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00631,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00632,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00633,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00634,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00635,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00636,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00637,129,Other,Regulatory functions
TIGR00638,143,Anions,Transport and binding proteins
TIGR00639,125,Purine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR00642,102,Other,Central intermediary metabolism
TIGR00643,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00644,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00645,156,Conserved,Hypothetical proteins
TIGR00646,157,General,Unknown function
TIGR00647,156,Conserved,Hypothetical proteins
TIGR00648,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00649,134,Degradation of RNA,Transcription
TIGR00651,102,Other,Central intermediary metabolism
TIGR00651,114,Fermentation,Energy metabolism
TIGR00652,71,Aspartate family,Amino acid biosynthesis
TIGR00653,73,Glutamate family,Amino acid biosynthesis
TIGR00654,94,Toxin production and resistance,Cellular processes
TIGR00655,125,Purine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR00656,71,Aspartate family,Amino acid biosynthesis
TIGR00657,71,Aspartate family,Amino acid biosynthesis
TIGR00658,73,Glutamate family,Amino acid biosynthesis
TIGR00659,156,Conserved,Hypothetical proteins
TIGR00661,156,Conserved,Hypothetical proteins
TIGR00663,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00664,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00665,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00666,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR00667,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR00668,149,Adaptations to atypical conditions,Cellular processes
TIGR00669,71,Aspartate family,Amino acid biosynthesis
TIGR00670,126,Pyrimidine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR00671,83,Pantothenate and coenzyme A,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00672,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR00673,96,Detoxification,Cellular processes
TIGR00674,71,Aspartate family,Amino acid biosynthesis
TIGR00675,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00676,71,Aspartate family,Amino acid biosynthesis
TIGR00677,78,Folic acid,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00678,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00679,263,Protein interactions,Regulatory functions
TIGR00679,700,PTS,Signal transduction
TIGR00680,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR00681,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR00682,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR00683,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR00683,100,Amino sugars,Central intermediary metabolism
TIGR00684,95,Protein folding and stabilization,Protein fate
TIGR00685,149,Adaptations to atypical conditions,Cellular processes
TIGR00686,157,General,Unknown function
TIGR00687,84,Pyridoxine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00688,141,Unknown substrate,Transport and binding proteins
TIGR00690,135,DNA-dependent RNA polymerase,Transcription
TIGR00691,149,Adaptations to atypical conditions,Cellular processes
TIGR00692,109,Amino acids and amines,Energy metabolism
TIGR00693,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00694,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00695,119,Sugars,Energy metabolism
TIGR00696,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR00697,156,Conserved,Hypothetical proteins
TIGR00698,156,Conserved,Hypothetical proteins
TIGR00699,102,Other,Central intermediary metabolism
TIGR00700,102,Other,Central intermediary metabolism
TIGR00701,156,Conserved,Hypothetical proteins
TIGR00702,156,Conserved,Hypothetical proteins
TIGR00703,156,Conserved,Hypothetical proteins
TIGR00704,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR00705,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR00706,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR00708,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00709,102,Other,Central intermediary metabolism
TIGR00711,94,Toxin production and resistance,Cellular processes
TIGR00711,147,Other,Transport and binding proteins
TIGR00712,147,Other,Transport and binding proteins
TIGR00713,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00714,95,Protein folding and stabilization,Protein fate
TIGR00715,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR00716,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00717,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR00718,109,Amino acids and amines,Energy metabolism
TIGR00718,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR00719,109,Amino acids and amines,Energy metabolism
TIGR00719,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR00720,109,Amino acids and amines,Energy metabolism
TIGR00720,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR00721,261,DNA interactions,Regulatory functions
TIGR00724,157,General,Unknown function
TIGR00725,156,Conserved,Hypothetical proteins
TIGR00726,157,General,Unknown function
TIGR00727,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR00729,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR00730,156,Conserved,Hypothetical proteins
TIGR00731,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR00732,98,DNA transformation,Cellular processes
TIGR00733,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR00734,157,General,Unknown function
TIGR00735,161,Histidine family,Amino acid biosynthesis
