Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Stenotrophomonas_nitritireducens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Staphylococcus_warneri,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Staphylococcus_pseudintermedius,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8512.0,0.00025836001102642816,fdr_bh,0.0011365545635550933,True
Staphylococcus_lugdunensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8520.0,0.00024349330667833025,fdr_bh,0.0011365545635550933,True
Staphylococcus_hominis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Staphylococcus_cohnii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8572.0,0.00016476953489457996,fdr_bh,0.0011365545635550933,True
Streptococcus_phocae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
Staphylococcus_capitis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8522.0,0.00023990409144914945,fdr_bh,0.0011365545635550933,True
Simonsiella_muelleri,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8643.0,9.523852576293177e-05,fdr_bh,0.0011365545635550933,True
Siccibacter_turicensis,-3.1743244289312784,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8740.0,4.379672248245849e-05,fdr_bh,0.0011365545635550933,True
Shimwellia_blattae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8509.0,0.00026415127971770897,fdr_bh,0.0011365545635550933,True
Serratia_symbiotica,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8609.0,0.00012409377494628852,fdr_bh,0.0011365545635550933,True
Serratia_sp_LS-1,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8490.0,0.0003037506062451053,fdr_bh,0.0011365545635550933,True
Serratia_sp_JKS000199,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8527.0,0.00023114702413109533,fdr_bh,0.0011365545635550933,True
Serratia_sp_FS14,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8540.0,0.000209761936664437,fdr_bh,0.0011365545635550933,True
Serratia_quinivorans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Serratia_liquefaciens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8520.0,0.00024349330667833025,fdr_bh,0.0011365545635550933,True
Serratia_ficaria,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Schleiferia_thermophila,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Ruminiclostridium_josui,-3.179734872977388,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8493.0,0.00029714885503459386,fdr_bh,0.0011365545635550933,True
Ruminiclostridium_cellulolyticum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Sneathia_amnii,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8564.0,0.00017507806537304046,fdr_bh,0.0011365545635550933,True
Streptococcus_plurextorum,-3.218140623353655,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8749.0,4.0684370913311274e-05,fdr_bh,0.0011365545635550933,True
Streptococcus_porci,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8621.0,0.00011307853241188436,fdr_bh,0.0011365545635550933,True
Streptococcus_pyogenes,-3.1836515390750915,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8708.0,5.679235754483391e-05,fdr_bh,0.0011365545635550933,True
Zhihengliuella_sp_ISTPL4,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Youngiibacter_fragilis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8507.0,0.00026807949816217525,fdr_bh,0.0011365545635550933,True
Yokenella_regensburgei,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8493.0,0.00029714885503459386,fdr_bh,0.0011365545635550933,True
Yersinia_massiliensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8520.0,0.00024349330667833025,fdr_bh,0.0011365545635550933,True
Yersinia_aldovae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Xanthomonas_massiliensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Xanthomonas_campestris,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Williamwhitmania_taraxaci,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Weissella_paramesenteroides,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8515.0,0.00025268795911656143,fdr_bh,0.0011365545635550933,True
Veillonella_seminalis,-3.1904496083845473,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8614.0,0.00011938650686425521,fdr_bh,0.0011365545635550933,True
Veillonella_magna,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8497.0,0.0002885554172110832,fdr_bh,0.0011365545635550933,True
Treponema_lecithinolyticum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8531.0,0.00022435831373347157,fdr_bh,0.0011365545635550933,True
Thermus_parvatiensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Thalassobaculum_salexigens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8488.0,0.00030822781013289073,fdr_bh,0.0011365545635550933,True
Tetragenococcus_halophilus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8485.0,0.00031505961063255165,fdr_bh,0.0011365545635550933,True
Terrisporobacter_glycolicus,-3.1663282973098266,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8505.0,0.00027206242516098405,fdr_bh,0.0011365545635550933,True
Terasakiella_pusilla,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8517.0,0.0002489716980734301,fdr_bh,0.0011365545635550933,True
Tepidicaulis_marinus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Tatumella_saanichensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Tatumella_citrea,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8559.0,0.0001818257086994528,fdr_bh,0.0011365545635550933,True
Syntrophus_gentianae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Syntrophomonas_zehnderi,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Sulfurimonas_gotlandica,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8498.0,0.00028644373416880485,fdr_bh,0.0011365545635550933,True
Suicoccus_acidiformans,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8550.0,0.0001945916699719083,fdr_bh,0.0011365545635550933,True
Succinispira_mobilis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8522.0,0.00023990409144914945,fdr_bh,0.0011365545635550933,True
Succiniclasticum_ruminis,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8640.0,9.750420728145155e-05,fdr_bh,0.0011365545635550933,True
Streptococcus_varani,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8501.0,0.0002801952280569642,fdr_bh,0.0011365545635550933,True
Streptococcus_urinalis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8544.0,0.0002035651810698578,fdr_bh,0.0011365545635550933,True
Streptococcus_ruminantium,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Rufibacter_sp_DG15C,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Roseburia_faecis,13.622376323178212,Normally Distributed,12.620745193428558,Not Normally Distributed,Mann-Whitney U Test,8804.0,2.5772483120986654e-05,fdr_bh,0.0011365545635550933,True
Rodentibacter_pneumotropicus,-3.20674670143306,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8554.0,0.000188817289963143,fdr_bh,0.0011365545635550933,True
Rodentibacter_heylii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8505.0,0.00027206242516098405,fdr_bh,0.0011365545635550933,True
Peptoniphilus_ivorii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8523.0,0.00023812815497716033,fdr_bh,0.0011365545635550933,True
Peptoclostridium_litorale,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Pelobacter_propionicus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Pectobacterium_polaris,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8489.0,0.0003059815402487447,fdr_bh,0.0011365545635550933,True
Pectobacterium_brasiliense,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8511.0,0.0002602770741662458,fdr_bh,0.0011365545635550933,True
Pasteurellaceae_bacterium_NI1060,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8562.0,0.00017774836268234112,fdr_bh,0.0011365545635550933,True
Pantoea_stewartii,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8554.0,0.000188817289963143,fdr_bh,0.0011365545635550933,True
Pantoea_sp_At-9b,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8497.0,0.0002885554172110832,fdr_bh,0.0011365545635550933,True
Pantoea_dispersa,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8520.0,0.00024349330667833025,fdr_bh,0.0011365545635550933,True
Pantoea_alhagi,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8488.0,0.00030822781013289073,fdr_bh,0.0011365545635550933,True
Pandoraea_pnomenusa,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
Paenibacillus_macerans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8507.0,0.00026807949816217525,fdr_bh,0.0011365545635550933,True
Oxobacter_pfennigii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8528.0,0.00022943200141465987,fdr_bh,0.0011365545635550933,True
Niameybacter_massiliensis,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8487.0,0.0003104895131752729,fdr_bh,0.0011365545635550933,True
Neomicrococcus_aestuarii,-3.218692010395868,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8645.0,9.375578969939564e-05,fdr_bh,0.0011365545635550933,True
Neisseria_polysaccharea,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Neisseria_meningitidis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8586.0,0.00014809057839932545,fdr_bh,0.0011365545635550933,True
Neisseria_lactamica,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8590.0,0.00014362540753816577,fdr_bh,0.0011365545635550933,True
Neisseria_gonorrhoeae,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8563.0,0.00017640846282580326,fdr_bh,0.0011365545635550933,True
Mucinivorans_hirudinis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8505.0,0.00027206242516098405,fdr_bh,0.0011365545635550933,True
Moraxella_osloensis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8501.0,0.0002801952280569642,fdr_bh,0.0011365545635550933,True
Mixta_calida,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8511.0,0.0002602770741662458,fdr_bh,0.0011365545635550933,True
Micrococcus_luteus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8500.0,0.00028226373118729993,fdr_bh,0.0011365545635550933,True
Microbacterium_sp_PAMC_28756,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Microbacterium_paraoxydans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8506.0,0.0002700640792979452,fdr_bh,0.0011365545635550933,True
Microbacterium_aurum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8492.0,0.000299334359536056,fdr_bh,0.0011365545635550933,True
Metakosakonia_sp_MRY16-398,-3.179734872977388,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8512.0,0.00025836001102642816,fdr_bh,0.0011365545635550933,True
Megasphaera_paucivorans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8508.0,0.00026610859403840487,fdr_bh,0.0011365545635550933,True
Marinomonas_fungiae,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8520.0,0.00024349330667833025,fdr_bh,0.0011365545635550933,True
Photorhabdus_asymbiotica,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8553.0,0.0001902455931033614,fdr_bh,0.0011365545635550933,True
Mannheimia_sp_USDA-ARS-USMARC-1261,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8541.0,0.0002081963494040215,fdr_bh,0.0011365545635550933,True
Phytobacter_ursingii,-3.2158430695976,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8590.0,0.00014362540753816577,fdr_bh,0.0011365545635550933,True
Plautia_stali_symbiont,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8494.0,0.0002949783028160823,fdr_bh,0.0011365545635550933,True
Ralstonia_solanacearum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8513.0,0.0002564561938665299,fdr_bh,0.0011365545635550933,True
